年份,学校名称_链接,学校名称,院系名称_链接,院系名称,专业代码,专业名称_链接,专业名称,总分,政治__管综,外语,业务课_一,业务课_二
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/102/,地球系统科学研究中心,070600,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87634.html, 大气科学 ,320,50,50,80,80
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/11283/,经济管理学院,120200,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87638.html,工商管理 ,330,50,50,90,90
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/124/,材料学院,080500,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87625.html,材料科学与工程 ,330,50,50,80,80
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/11333/,物理系,070200,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87629.html,物理学 ,320,50,50,80,80
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/11332/,数学科学系,025200,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87628.html,应用统计硕士 ,345,50,50,80,80
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/11283/,经济管理学院,120100,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87639.html,管理科学与工程,330,50,50,90,90
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/102/,地球系统科学研究中心,071300,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87635.html,生态学 ,320,50,50,80,80
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/104/,航天航空学院,082500,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87609.html,航空宇航科学与技术,330,50,50,80,80
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/11330/,自动化系,085210,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87601.html, 控制工程 ,330,50,50,80,80
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/11330/,自动化系,081100,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87600.html,控制科学与工程,330,50,50,80,80
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/104/,航天航空学院,080100,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87606.html,力学,330,50,50,80,80
2018,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/11329/,计算机科学与技术系,085211,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87599.html, 计算机技术,330,50,50,80,80
2017,http://yz.kaoyan365.cn/school/tsinghua/,清华大学,http://yz.kaoyan365.cn/school/tsinghua/yuanxi/11329/,计算机科学与技术系,083500,http://yz.kaoyan365.cn/school/tsinghua/zhuanye/87598.html,软件工程 ,330,50,50,80,80
