年份,学校名称_链接,学校名称,院系名称_链接,院系名称,专业代码,专业名称_链接,专业名称,总分,政治__管综,外语,业务课_一,业务课_二
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9168/,药学院,100703,http://yz.kaoyan365.cn/school/lzu/zhuanye/88310.html,生药学,295,50,50,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9168/,药学院,100704,http://yz.kaoyan365.cn/school/lzu/zhuanye/88311.html,药物分析学,295,50,50,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9181/,第一临床医学院,100210,http://yz.kaoyan365.cn/school/lzu/zhuanye/88321.html,外科学（学术学位）,295,50,50,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9168/,药学院,100702,http://yz.kaoyan365.cn/school/lzu/zhuanye/88309.html,药剂学,295,50,50,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9168/,药学院,100701,http://yz.kaoyan365.cn/school/lzu/zhuanye/88308.html,药物化学,295,50,50,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9183/,公共卫生学院,100404,http://yz.kaoyan365.cn/school/lzu/zhuanye/88303.html,儿少卫生与妇幼保健学,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9183/,公共卫生学院,105300,http://yz.kaoyan365.cn/school/lzu/zhuanye/88306.html,公共卫生,285,45,45,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9183/,公共卫生学院,100405,http://yz.kaoyan365.cn/school/lzu/zhuanye/88304.html,卫生毒理学,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9168/,药学院,0703Z1,http://yz.kaoyan365.cn/school/lzu/zhuanye/88307.html,药物化学生物学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9183/,公共卫生学院,107401,http://yz.kaoyan365.cn/school/lzu/zhuanye/88305.html,社会医学与卫生事业管理,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9183/,公共卫生学院,100403,http://yz.kaoyan365.cn/school/lzu/zhuanye/88302.html,营养与食品卫生学,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9183/,公共卫生学院,100402,http://yz.kaoyan365.cn/school/lzu/zhuanye/88301.html,劳动卫生与环境卫生学,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,100706,http://yz.kaoyan365.cn/school/lzu/zhuanye/88298.html,药理学,295,50,50,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9182/,口腔医学院,100302,http://yz.kaoyan365.cn/school/lzu/zhuanye/88299.html,口腔临床医学,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,100104,http://yz.kaoyan365.cn/school/lzu/zhuanye/88295.html,病理学与病理生理学,290,45,45,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,100601,http://yz.kaoyan365.cn/school/lzu/zhuanye/88296.html,中西医结合基础,290,45,45,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9183/,公共卫生学院,100401,http://yz.kaoyan365.cn/school/lzu/zhuanye/88300.html,流行病与卫生统计学,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,100602,http://yz.kaoyan365.cn/school/lzu/zhuanye/88297.html,中西医结合临床,290,45,45,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9177/,土木工程与力学学院,085217,http://yz.kaoyan365.cn/school/lzu/zhuanye/88284.html,地质工程（专业学位）,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9165/,核科学与技术学院,070203,http://yz.kaoyan365.cn/school/lzu/zhuanye/88286.html,原子与分子物理,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,100102,http://yz.kaoyan365.cn/school/lzu/zhuanye/88293.html,免疫学,290,45,45,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9177/,土木工程与力学学院,081405,http://yz.kaoyan365.cn/school/lzu/zhuanye/88281.html,防灾减灾工程及防护工程,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,071003,http://yz.kaoyan365.cn/school/lzu/zhuanye/88289.html,生理学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9177/,土木工程与力学学院,081402,http://yz.kaoyan365.cn/school/lzu/zhuanye/88280.html,结构工程,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9165/,核科学与技术学院,082703,http://yz.kaoyan365.cn/school/lzu/zhuanye/88288.html,核技术及应用,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,071007,http://yz.kaoyan365.cn/school/lzu/zhuanye/88290.html,遗传学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9165/,核科学与技术学院,0703Z3,http://yz.kaoyan365.cn/school/lzu/zhuanye/88287.html,放射化学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,100101,http://yz.kaoyan365.cn/school/lzu/zhuanye/88292.html,人体解剖与组织胚胎学,290,45,45,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9177/,土木工程与力学学院,081803,http://yz.kaoyan365.cn/school/lzu/zhuanye/88282.html,地质工程（学术学位）,280,40,40,70,70
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,100103,http://yz.kaoyan365.cn/school/lzu/zhuanye/88294.html,病原生物学,290,45,45,150,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9165/,核科学与技术学院,070202,http://yz.kaoyan365.cn/school/lzu/zhuanye/88285.html,粒子物理与原子核物理,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9175/,基础医学院,071010,http://yz.kaoyan365.cn/school/lzu/zhuanye/88291.html,生物化学与分子生物学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9177/,土木工程与力学学院,085213,http://yz.kaoyan365.cn/school/lzu/zhuanye/88283.html,建筑与土木工程,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9172/,地质科学与矿产资源学院,070904,http://yz.kaoyan365.cn/school/lzu/zhuanye/88272.html,构造地质学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9171/,大气科学学院,070601,http://yz.kaoyan365.cn/school/lzu/zhuanye/88273.html,气象学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9176/,草地农业科技学院,095105,http://yz.kaoyan365.cn/school/lzu/zhuanye/88266.html,养殖,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9172/,地质科学与矿产资源学院,070902,http://yz.kaoyan365.cn/school/lzu/zhuanye/88270.html,地球化学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9171/,大气科学学院,0706Z2,http://yz.kaoyan365.cn/school/lzu/zhuanye/88276.html,应用气象学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9171/,大气科学学院,070602,http://yz.kaoyan365.cn/school/lzu/zhuanye/88274.html,大气物理学与大气环境,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9177/,土木工程与力学学院,080104,http://yz.kaoyan365.cn/school/lzu/zhuanye/88278.html,工程力学,280,40,40,70,70
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9172/,地质科学与矿产资源学院,070901,http://yz.kaoyan365.cn/school/lzu/zhuanye/88269.html,矿物学、岩石学、矿床学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9176/,草地农业科技学院,120301,http://yz.kaoyan365.cn/school/lzu/zhuanye/88265.html,农业经济管理,350,55,55,90,90
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9177/,土木工程与力学学院,081401,http://yz.kaoyan365.cn/school/lzu/zhuanye/88279.html,岩土工程,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9171/,大气科学学院,0706Z1,http://yz.kaoyan365.cn/school/lzu/zhuanye/88275.html,气候学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9177/,土木工程与力学学院,080102,http://yz.kaoyan365.cn/school/lzu/zhuanye/88277.html,固体力学,280,40,40,70,70
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9172/,地质科学与矿产资源学院,070903,http://yz.kaoyan365.cn/school/lzu/zhuanye/88271.html,古生物学与地层学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9176/,草地农业科技学院,095110,http://yz.kaoyan365.cn/school/lzu/zhuanye/88268.html,农村与区域发展,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9176/,草地农业科技学院,095106,http://yz.kaoyan365.cn/school/lzu/zhuanye/88267.html,草业,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9176/,草地农业科技学院,090500,http://yz.kaoyan365.cn/school/lzu/zhuanye/88263.html,畜牧学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9176/,草地农业科技学院,090100,http://yz.kaoyan365.cn/school/lzu/zhuanye/88261.html,作物学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,083002,http://yz.kaoyan365.cn/school/lzu/zhuanye/88259.html,环境工程（学术学位）,320,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9176/,草地农业科技学院,090400,http://yz.kaoyan365.cn/school/lzu/zhuanye/88262.html,植物保护,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,085229,http://yz.kaoyan365.cn/school/lzu/zhuanye/88260.html,环境工程（专业学位）,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9176/,草地农业科技学院,090900,http://yz.kaoyan365.cn/school/lzu/zhuanye/88264.html,草学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,070503,http://yz.kaoyan365.cn/school/lzu/zhuanye/88253.html,地图学与地理信息系统,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,083001,http://yz.kaoyan365.cn/school/lzu/zhuanye/88258.html,环境科学,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,070501,http://yz.kaoyan365.cn/school/lzu/zhuanye/88251.html,自然地理学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,0705Z2,http://yz.kaoyan365.cn/school/lzu/zhuanye/88255.html,地球系统科学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,081501,http://yz.kaoyan365.cn/school/lzu/zhuanye/88257.html,水文学及水资源,300,40,40,70,70
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,070502,http://yz.kaoyan365.cn/school/lzu/zhuanye/88252.html,人文地理学,340,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,090705,http://yz.kaoyan365.cn/school/lzu/zhuanye/88250.html,野生动植物保护与利用,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,070905,http://yz.kaoyan365.cn/school/lzu/zhuanye/88256.html,第四纪地质学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9170/,资源环境学院,0705Z1,http://yz.kaoyan365.cn/school/lzu/zhuanye/88254.html,城市与区域规划,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,071011,http://yz.kaoyan365.cn/school/lzu/zhuanye/88248.html,生物物理学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,071001,http://yz.kaoyan365.cn/school/lzu/zhuanye/88241.html,植物学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9166/,信息科学与工程学院,085212,http://yz.kaoyan365.cn/school/lzu/zhuanye/88236.html,软件工程（专业学位）,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9167/,化学化工学院,085216,http://yz.kaoyan365.cn/school/lzu/zhuanye/88240.html,化学工程,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,071010,http://yz.kaoyan365.cn/school/lzu/zhuanye/88247.html,生物化学与分子生物学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,071009,http://yz.kaoyan365.cn/school/lzu/zhuanye/88246.html,细胞生物学,320,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,071002,http://yz.kaoyan365.cn/school/lzu/zhuanye/88242.html,动物学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9167/,化学化工学院,081702,http://yz.kaoyan365.cn/school/lzu/zhuanye/88238.html,化学工艺,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,071008,http://yz.kaoyan365.cn/school/lzu/zhuanye/88245.html,发育生物学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,071005,http://yz.kaoyan365.cn/school/lzu/zhuanye/88244.html,微生物学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9167/,化学化工学院,081704,http://yz.kaoyan365.cn/school/lzu/zhuanye/88239.html,应用化学,285,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9167/,化学化工学院,070300,http://yz.kaoyan365.cn/school/lzu/zhuanye/88237.html,化学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9166/,信息科学与工程学院,085211,http://yz.kaoyan365.cn/school/lzu/zhuanye/88235.html,计算机技术,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,071300,http://yz.kaoyan365.cn/school/lzu/zhuanye/88249.html,生态学,320,50,50,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9174/,生命科学学院,071003,http://yz.kaoyan365.cn/school/lzu/zhuanye/88243.html,生理学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9151/,数学与统计学院,070103,http://yz.kaoyan365.cn/school/lzu/zhuanye/88213.html,概率论与数理统计,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9151/,数学与统计学院,025200,http://yz.kaoyan365.cn/school/lzu/zhuanye/88216.html,应用统计,345,50,50,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9151/,数学与统计学院,070101,http://yz.kaoyan365.cn/school/lzu/zhuanye/88211.html,基础数学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9314/,中山眼科中心,100100,http://yz.kaoyan365.cn/school/sysu/zhuanye/88208.html,基础医学,280,50,50,160,-
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9321/,附属第三医院,100600,http://yz.kaoyan365.cn/school/sysu/zhuanye/88207.html,中西医结合,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9321/,附属第三医院,105100,http://yz.kaoyan365.cn/school/sysu/zhuanye/88206.html,临床医学（专业学位）,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9314/,中山眼科中心,105100,http://yz.kaoyan365.cn/school/sysu/zhuanye/88210.html,临床医学（专业学位）,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9164/,物理科学与技术学院,070205,http://yz.kaoyan365.cn/school/lzu/zhuanye/88218.html,凝聚态物理,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9151/,数学与统计学院,070105,http://yz.kaoyan365.cn/school/lzu/zhuanye/88215.html,运筹学与控制论,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9164/,物理科学与技术学院,070207,http://yz.kaoyan365.cn/school/lzu/zhuanye/88219.html,光学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9321/,附属第三医院,100300,http://yz.kaoyan365.cn/school/sysu/zhuanye/88205.html, 口腔医学,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9151/,数学与统计学院,070104,http://yz.kaoyan365.cn/school/lzu/zhuanye/88214.html,应用数学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9314/,中山眼科中心,100200,http://yz.kaoyan365.cn/school/sysu/zhuanye/88209.html,临床医学,300,50,50,180,-
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9151/,数学与统计学院,070102,http://yz.kaoyan365.cn/school/lzu/zhuanye/88212.html,计算数学,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/lzu/,兰州大学,http://yz.kaoyan365.cn/school/lzu/yuanxi/9164/,物理科学与技术学院,070201,http://yz.kaoyan365.cn/school/lzu/zhuanye/88217.html,理论物理,300,45,45,80,80
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9321/,附属第三医院,100200,http://yz.kaoyan365.cn/school/sysu/zhuanye/88204.html,临床医学,300,50,50,180,-
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9321/,附属第三医院,100100,http://yz.kaoyan365.cn/school/sysu/zhuanye/88203.html,基础医学,280,50,50,180,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/3/,光华管理学院,125300,http://yz.kaoyan365.cn/school/pku/zhuanye/88202.html,会计硕士,240,-,50,130,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/3/,光华管理学院,020201,http://yz.kaoyan365.cn/school/pku/zhuanye/88194.html,国民经济学,380,55,55,90,90
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/3/,光华管理学院,125101,http://yz.kaoyan365.cn/school/pku/zhuanye/88201.html,工商管理硕士,170,-,42,84,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/3/,光华管理学院,020204,http://yz.kaoyan365.cn/school/pku/zhuanye/88196.html,金融学,-,-,-,-,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/7/,经济学院,025500,http://yz.kaoyan365.cn/school/pku/zhuanye/88190.html,保险硕士,-,-,-,-,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/3/,光华管理学院,020208,http://yz.kaoyan365.cn/school/pku/zhuanye/88197.html,统计学,-,-,-,-,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/3/,光华管理学院,120201,http://yz.kaoyan365.cn/school/pku/zhuanye/88198.html,会计学,-,-,-,-,-
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9327/,孙逸仙纪念医院（基地：惠州市中心人民医院,105100,http://yz.kaoyan365.cn/school/sysu/zhuanye/88193.html,临床医学（专业学位）,320,50,55,180,-
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9329/,孙逸仙纪念医院（基地：佛山市第一人民医院,105100,http://yz.kaoyan365.cn/school/sysu/zhuanye/88191.html,临床医学（专业学位）,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/3/,光华管理学院,025100,http://yz.kaoyan365.cn/school/pku/zhuanye/88200.html,金融硕士,400,60,60,90,90
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/3/,光华管理学院,120202,http://yz.kaoyan365.cn/school/pku/zhuanye/88199.html,企业管理,-,-,-,-,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/3/,光华管理学院,020205,http://yz.kaoyan365.cn/school/pku/zhuanye/88195.html,产业经济学,380,55,55,90,90
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9328/,孙逸仙纪念医院（基地：汕头市中心医院）,105100,http://yz.kaoyan365.cn/school/sysu/zhuanye/88192.html,临床医学（专业学位）,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/10/,国际关系学院,030206,http://yz.kaoyan365.cn/school/pku/zhuanye/88182.html,国际政治,345,50,50,90,90
2017,http://yz.kaoyan365.cn/school/sysu/,中山大学,http://yz.kaoyan365.cn/school/sysu/yuanxi/9315/,孙逸仙纪念医院,105100,http://yz.kaoyan365.cn/school/sysu/zhuanye/88177.html,临床医学（专业学位）,320,55,55,180,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/7/,经济学院,025300,http://yz.kaoyan365.cn/school/pku/zhuanye/88188.html,税务硕士,-,-,-,-,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/7/,经济学院,025400,http://yz.kaoyan365.cn/school/pku/zhuanye/88189.html, 招生专业：国际商务硕士(025400) ,-,-,-,-,-
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/10/,国际关系学院,030204,http://yz.kaoyan365.cn/school/pku/zhuanye/88181.html,中共党史,345,50,50,90,90
2017,http://yz.kaoyan365.cn/school/pku/,北京大学,http://yz.kaoyan365.cn/school/pku/yuanxi/10/,国际关系学院,0302Z1,http://yz.kaoyan365.cn/school/pku/zhuanye/88185.html,政治学（国际政治经济学）,345,50,50,90,90
